epoch,val_weighted_l1,advected,d_total,evolution,forecast,g_adv,g_total,motion,pool,pwv_aux,val_pwv_aux
1,0.4220992624759674,0.737616159603931,0.6931930780410767,0.737784237950109,1.1014062017202377,0.6829569935798645,1.7339776456356049,0.002740398282185197,0.3140604719519615,0.09578898921608925,0.07145019248127937
