epoch,val_weighted_l1,advected,d_total,evolution,forecast,g_adv,g_total,motion,pool,pwv_aux,val_pwv_aux
1,0.42203985899686813,0.7393349191406742,0.6931932270526886,0.7395031763007864,1.1001379042863846,0.6828629672527313,1.734207034111023,0.0027404245920479298,0.313644178211689,0.09871403500437737,0.07188951224088669
