epoch,val_weighted_l1,advected,birth,birth_rate,c_align,c_mean,c_smooth,d_total,evolution,false_alarm,forecast,g_adv,g_total,growth,growth_rate,motion,pool,positive_source,pwv_shuffle,source_sparse,support_dry,support_mean,val_c_mean,val_false_alarm,val_object,val_support_mean
1,0.9327083826065063,6.119566842913628,0.04023650416638702,0.00022696035588865016,0.0,0.48901213705539703,0.0028611061388801318,0.6901308409869671,6.539225563406944,9.760769970057481e-09,0.2875236626714468,0.6982185915112495,5.400481849908829,0.0053036255412735045,0.00021972655660817964,0.0005260386637644249,0.15758296195417643,0.4543871069326997,0.019984308630228043,0.42134279664605856,0.0,0.2612763037905097,0.4804860968142748,3.756959277012584e-08,0.0,0.2544359788298607
1,0.93217106256634,6.132698893547058,0.09590640780515969,0.00022696035588865016,0.0,0.48978416807949543,0.003004520600370597,0.6921005770564079,6.553423538804054,9.796536026840386e-09,0.2873204196803272,0.6835981588810682,7.256135106086731,0.24161048261157703,0.00021972655660817964,0.0005260386637644249,0.15742701571434736,3.853565243538469,3.810189425945282,0.4337578797712922,0.020069334656000137,0.42236130125820637,0.0,0.2628755336627364,0.48178180307149887,3.830610140198587e-08,0.0,0.25719576328992844
