epoch,val_weighted_l1,advected,d_total,evolution,forecast,g_adv,g_total,motion,pool
1,0.8935739467851818,0.1712347264001437,0.6922991815954447,0.1713714453180728,0.33311573951505125,0.7006148304790258,0.5067045581527054,0.0011538273926947618,0.1903259598184377
