epoch,val_weighted_l1,advected,birth,birth_rate,c_align,c_mean,c_smooth,d_total,evolution,false_alarm,forecast,g_adv,g_total,growth,growth_rate,motion,pool,positive_source,pwv_shuffle,source_sparse,support_dry,support_mean,val_c_mean,val_false_alarm,val_object,val_support_mean
1,0.9328095307573676,6.119915559887886,0.04030074423644692,0.00022696035588865016,0.0,0.48925719410181046,0.001017336484437692,0.6906569506973028,6.539074331521988,0.0,0.28746832301840186,0.6764220437034965,5.3988922238349915,0.005270083362120204,0.00021972655660817964,0.0005260386637644249,0.15752829844132066,0.45385718904435635,0.0,0.4208159800618887,0.0,0.2607620423659682,0.4812288470566273,0.0,0.0,0.25412363931536674
1,0.9318137755617499,6.13747464120388,0.09658785990905017,0.00022696035588865016,0.0,0.4900357173755765,0.0011147632012580289,0.6920942906290293,6.558038726449013,0.0,0.28717659041285515,0.7030298411846161,7.258597165346146,0.24156796347233467,0.00021972655660817964,0.0005260386637644249,0.15729234251193702,3.8529012851649895,3.8095450401306152,0.43356246408075094,0.0,0.42217441368848085,0.0,0.26286996249109507,0.48261408135294914,0.0,0.0,0.25767049193382263
