epoch,val_weighted_l1,advected,d_total,evolution,forecast,g_adv,g_total,motion,pool
1,0.6077795624732971,0.0019484322983771563,0.693123459815979,0.0021596576552838087,0.2045462429523468,0.6768433451652527,0.2470715045928955,0.0,0.17094950377941132
