epoch,val_weighted_l1,advected,d_total,evolution,forecast,g_adv,g_total,motion,pool
1,0.42224276065826416,0.7399058869341388,0.6926650702953339,0.7400711825466715,1.1057252064347267,0.6765445172786713,1.730575256049633,0.0027679416816681623,0.3150869980454445
