epoch,train_total,train_calibration,train_forecast,train_false_alarm,train_signed_contribution,train_threshold_10,train_threshold_20,val_total,val_calibration,val_forecast,val_false_alarm,val_signed_contribution,val_threshold_10,val_threshold_20,val_csi_10,val_pod_10,val_far_10,val_csi_20,val_pod_20,val_far_20
1,3.7678770776838064,3.6542522066829406,1.136224552989006,2.370232505199965e-05,7.483795911866764e-07,2.5115032899375365,4.797001361846924,1.2954066591337323,1.2522669180684716,0.4313737079501152,2.3504362616222352e-05,1.04479357787568e-06,2.504533836136943,0.0,0.0,0.0,,,,
