epoch,val_weighted_l1,advected,d_total,evolution,forecast,g_adv,g_total,motion,pool
1,0.43309812247753143,0.7926988510880619,0.6926918625831604,0.7928138230927289,1.1388530880212784,0.6775766909122467,1.8070369958877563,0.0038313129916787148,0.3337492197751999
