epoch,val_weighted_l1,advected,d_total,evolution,forecast,g_adv,g_total,motion,pool,pwv_aux,val_pwv_aux
1,0.6078755259513855,0.0019484322983771563,0.6931220293045044,0.0021596576552838087,0.20595596730709076,0.6769220232963562,0.26046663522720337,0.0,0.17282073199748993,0.11610349267721176,0.0730666071176529
