epoch,val_weighted_l1,advected,d_total,evolution,forecast,g_adv,g_total,motion,pool,pwv_aux,val_pwv_aux
1,0.6032403707504272,0.0019484322983771563,0.6931215524673462,0.0021596576552838087,0.2059674859046936,0.6770638823509216,0.2602989673614502,0.0,0.17222541570663452,0.11548827588558197,0.07278584688901901
